,SqFtTotLiving,SqFtLot,Bathrooms,Bedrooms,BldgGrade,TrafficNoise,BadFeature,AdjSalePrice,SqFtTotLiving_norm,SqFtLot_norm,AdjSalePrice_norm
35,2810,9012,2.5,4,9,0,-0.46399279391973064,744245.0,0.7986042277300304,0.5531623984333028,0.7368831220304009
36,2590,9100,2.5,4,9,0,0.290667684389123,755027.0,0.5578437996690545,0.5777873338201971,0.7742087253250768
37,2330,5420,2.75,3,8,1,-0.38534775106831665,429116.0,0.2733087483242648,-0.45198269144992576,-0.354044353451691
38,1850,4500,2.5,3,8,0,0.9493163255800945,374781.0,-0.2519867310815007,-0.7094251977674565,-0.542143653675788
39,1850,4500,2.5,3,8,0,0.49153253320803075,310179.0,-0.2519867310815007,-0.7094251977674565,-0.765785707473103
40,1920,4800,2.5,4,8,0,1.1913599001104116,375822.0,-0.17538114033482655,-0.6254765544030443,-0.5385398739475598
41,1850,4597,2.5,3,8,0,-0.6873764149423355,399101.0,-0.2519867310815007,-0.6822818030796298,-0.4579516046935475
42,1850,4597,2.5,3,8,0,-0.1494225612324104,277671.0,-0.2519867310815007,-0.6822818030796298,-0.8783233361044631
43,920,5085,1.0,3,7,2,1.0901871275696153,286265.0,-1.2697467224301715,-0.5457253432068527,-0.8485722477428934
44,1190,5635,1.0,3,7,1,-0.938142616367212,294146.0,-0.9742680152644283,-0.3918194970387637,-0.8212894542384099
45,1290,4543,1.0,3,7,0,0.4639940326718244,232692.0,-0.8648314570548938,-0.6973925588852241,-1.0340336227480567
46,2470,7800,2.25,4,8,0,-0.3533689090079909,550142.0,0.4265199298176131,0.21400987924107762,0.06492879293501302
47,2730,9030,2.5,5,8,0,0.22560940104738858,575747.0,0.7110549811624027,0.5581993170351676,0.15356931161059972
48,1980,9800,2.75,4,8,0,2.460490270614285,612428.0,-0.10971920540910586,0.7736675016704923,0.28055321575194697
49,1470,9750,1.75,3,7,0,0.8730236207215275,451523.0,-0.6678456522777317,0.7596760611097568,-0.2764748122697394
50,2410,11000,2.5,4,7,0,0.019621387306164938,570862.0,0.3608579948918924,1.109462075128141,0.13665820308764556
51,1850,9200,2.0,3,7,0,-0.6522262294742315,466797.0,-0.2519867310815007,0.6057702149416678,-0.22359860519100824
52,1690,7140,1.75,3,8,0,-0.24761351688133207,667157.0,-0.4270852242167559,0.0293228638393708,0.4700164825590622
53,1510,7140,1.5,3,8,0,1.2424831785433121,642577.0,-0.624071028993918,0.0293228638393708,0.3849243541057944
54,1500,8568,1.5,3,8,0,1.8934660824105132,711375.0,-0.6350146848148713,0.4289184062539728,0.6230923058278415
55,3620,7821,3.5,5,10,0,-1.5521507789646602,704518.0,1.6850403492272596,0.21988628427658646,0.5993544407015576
57,3060,8736,2.5,3,8,0,0.07614901416637394,863533.0,1.0721956232538665,0.47592964653804365,1.1498395833376998
58,1240,4000,2.0,3,6,0,-0.37591843909952477,488832.0,-0.9195497361596611,-0.8493396033748102,-0.14731687002144944
59,1490,5320,1.75,3,8,0,-0.1435052698950013,464683.0,-0.6459583406358248,-0.4799655725713965,-0.23091694365928359
60,1790,5098,2.5,3,9,0,0.4513721506658367,753314.0,-0.31764866600722136,-0.5420875686610616,0.768278586348655
61,1790,5098,2.5,3,9,0,-1.6464855352632715,858177.0,-0.31764866600722136,-0.5420875686610616,1.1312979462345385
62,2230,5460,3.25,3,8,0,-1.5486511141316468,717316.0,0.16387219011473037,-0.4407895390013375,0.643659121740814
63,760,4320,1.0,2,6,1,-0.09531172921000043,334020.0,-1.4448452155654266,-0.7597943837861038,-0.6832518818240243
64,2080,7980,1.75,3,7,0,-2.235086380601767,386288.0,-0.00028264719957137133,0.26437906525972493,-0.5023082133945939
65,1180,5320,1.75,3,7,0,-0.7327334280104549,368105.0,-0.9852116710853818,-0.4799655725713965,-0.5652549250164721
66,1130,8631,1.75,3,7,0,2.228169212321903,304554.0,-1.0399299501901489,0.4465476213604994,-0.7852585806443656
67,2130,8428,2.5,5,7,0,0.7525441927459411,396797.0,0.054435631905195875,0.3897423726839138,-0.4659276935444966
68,780,16344,1.0,2,5,1,0.8540742649851191,85269.0,-1.4229579039235196,2.604867242259537,-1.5443890683528612
69,1800,7288,2.5,3,8,1,-0.23594125305384586,433538.0,-0.30670501018626795,0.07073752789914749,-0.3387360787559892
70,2100,7920,2.0,4,7,1,1.312535308056015,305942.0,0.021604664442335525,0.24758933658684248,-0.7804535410067278
71,1400,19570,1.0,2,6,3,0.607331311125967,251036.0,-0.7444512430244059,3.5075949872381824,-0.9705295542229654
72,700,8140,1.0,1,6,0,-0.28022105431907185,206648.0,-1.5105071504911474,0.3091516750540781,-1.1241938909920317
74,880,9000,1.0,2,5,1,0.5608792999700889,190438.0,-1.3135213457139852,0.5498044526987264,-1.180310384166461
75,880,9000,1.0,2,5,1,-0.6592193157136242,116525.0,-1.3135213457139852,0.5498044526987264,-1.4361856685589094
76,2730,10498,2.5,4,8,0,-1.0041739607176472,492882.0,0.7110549811624027,0.9689880118983579,-0.13329640133814047
77,1500,9282,1.0,5,6,1,1.4314557615761068,234090.0,-0.6350146848148713,0.6287161774612738,-1.0291939646692256
78,1970,10080,1.5,3,7,0,-1.14328889638758,220187.0,-0.1206628612300593,0.8520195688106103,-1.0773239834603476
79,3670,9180,4.25,6,10,0,1.188739857887348,272553.0,1.739758628332027,0.6001736387173737,-0.8960410543072225
83,2220,8040,1.75,4,7,0,-0.6638324656402024,305270.0,0.1529285342937769,0.28116879393260735,-0.7827799002549213
84,1250,7201,1.75,3,6,1,0.6061454587351788,211725.0,-0.9086060803387076,0.04639242132346794,-1.1066181083981652
85,1420,8336,1.5,3,7,0,0.3603521144195326,406868.0,-0.722563931382499,0.36399812205216076,-0.4310634614186683
86,2160,8285,2.5,4,7,0,2.6415075671486985,422651.0,0.08726659936805621,0.34972685268021064,-0.37642517568319533
87,1150,7984,1.0,3,7,0,0.5523328912853235,348005.0,-1.0180426385482422,0.26549838050458374,-0.6348379918151167
88,2520,13042,3.0,5,8,0,0.9286852908839847,451036.0,0.48123820892238034,1.6808725076285733,-0.2781607303558558
89,2180,9520,2.5,4,8,0,1.1468178977604968,436969.0,0.10915391100996312,0.6953154345303741,-0.326858491582549
90,1900,8408,2.5,4,8,0,-0.46847741768076206,351664.0,-0.19726845197673346,0.38414579645961966,-0.6221711041824679
91,3340,15295,2.5,4,10,0,0.8256111332776098,621115.0,1.3786179862405632,2.3113268192953087,0.3106262556166149
92,2480,13125,2.5,5,8,0,1.8331975708870476,386081.0,0.4374635856385666,1.704098298959394,-0.5030248151272964
93,2600,5875,2.75,3,8,2,0.25260538755015227,815493.0,0.568787455490008,-0.32466058234723394,0.98353259184482
94,1560,5000,1.75,2,7,2,-0.6411224097087364,690928.0,-0.5693527498891507,-0.5695107921601028,0.5523079791197875
95,2880,5000,2.0,4,8,2,-1.0786845899667856,626137.0,0.8752098184767045,-0.5695107921601028,0.328011636783918
96,1830,3440,1.5,3,8,2,0.5770357775438525,704060.0,-0.2738740427234076,-1.0060437376550462,0.5977689160949019
97,2480,6000,1.75,5,7,1,0.6263048846310458,548650.0,0.4374635856385666,-0.28968198094539555,0.05976372150896438
98,1810,7045,2.5,4,7,0,1.2600088598104582,422578.0,-0.2957613543653145,0.002739126773973606,-0.3766778903039068
99,1590,6300,1.75,3,7,0,0.9584261239951772,454043.0,-0.5365217824262903,-0.20573333758098333,-0.2677509650890138
100,1850,6550,2.0,3,7,0,0.22834297273408508,433979.0,-0.2519867310815007,-0.13577613477730652,-0.33720940549936224
101,1810,6550,1.5,3,7,0,0.09978212608488259,316632.0,-0.2957613543653145,-0.13577613477730652,-0.7434464273710308
102,2210,6600,2.5,4,8,0,-1.2276849764651763,320102.0,0.14198487847282346,-0.12178469421657115,-0.7314338282769365
103,1680,6500,1.75,3,7,0,0.7874902422740868,523908.0,-0.4380288800377093,-0.1497675753380419,-0.025889225691635747
104,1810,6550,1.5,3,7,0,-0.26486895248391085,505217.0,-0.2957613543653145,-0.13577613477730652,-0.09059455412613647
105,1370,6550,1.75,3,6,0,-1.2188556796884749,395033.0,-0.7772822104872662,-0.13577613477730652,-0.4720343865710045
106,1370,6550,1.75,3,6,0,1.3639407443174185,452454.0,-0.7772822104872662,-0.13577613477730652,-0.273251835394638
107,1720,6550,2.0,4,7,0,-0.12905578180771463,503121.0,-0.3942542567538955,-0.13577613477730652,-0.09785057940026379
108,1080,6419,1.0,2,6,0,-1.852967181593102,325614.0,-1.0946482292949162,-0.17243370904643315,-0.7123521434911589
109,2810,4109,3.0,4,8,0,-1.1630512551376837,715491.0,0.7986042277300304,-0.818838262952407,0.6373412562230265
110,2110,4109,1.75,4,7,0,-0.532751719067745,597773.0,0.03254832026328897,-0.818838262952407,0.22981989018308452
111,2110,4109,1.75,4,7,0,0.5112785866261668,685589.0,0.03254832026328897,-0.818838262952407,0.533825193366655
112,1180,5040,1.0,2,6,2,-1.1339274453954302,228138.0,-0.9852116710853818,-0.5583176397115145,-1.0497988608675108
113,1100,9452,1.75,3,6,0,0.6807875693012799,170693.0,-1.0727609176530093,0.6762870753677741,-1.2486644963027413
114,1260,11475,1.0,4,6,0,-0.09503227172704852,330257.0,-0.8976624245177541,1.242380760455127,-0.696278801245084
115,2930,10450,2.5,7,7,2,-0.7735542045880156,210434.0,0.9299280975814718,0.955556228960052,-1.1110873491562274
116,1370,18090,1.0,3,6,0,1.53889529509878,285250.0,-0.7772822104872662,3.093448346640416,-0.852086019524019
117,1980,7800,2.5,3,8,0,-1.2218827331837718,424456.0,-0.10971920540910586,0.21400987924107762,-0.3701765470477947
118,1980,7800,2.5,3,8,0,-0.18074503927290747,381423.0,-0.10971920540910586,0.21400987924107762,-0.5191500850351614
120,1320,8500,1.5,3,7,1,0.5064226754230948,304210.0,-0.8320004895920334,0.4098900470913727,-0.7864494550214169
121,1530,4761,1.5,3,7,0,-1.9799351387940942,572063.0,-0.602183717352011,-0.6363898780404179,0.14081587787496758
122,1590,4000,1.0,4,7,1,-0.857837894642648,545179.0,-0.5365217824262903,-0.8493396033748102,0.047747660570750694
123,2280,6000,2.5,4,8,1,-0.26621942278146105,931588.0,0.2185904692194976,-0.28968198094539555,1.3854353848790806
124,3080,4000,2.5,5,8,0,0.9944618178285642,868994.0,1.0940829348957735,-0.8493396033748102,1.168744714073391
126,4610,17584,4.0,5,11,0,-0.19638696090425187,1177892.0,2.7684622755016512,2.9518549681657738,2.2381014388479032
131,4630,14205,3.5,4,11,0,0.6982973051336007,1041801.0,2.790349587143558,2.006313415071278,1.7669756108034091
132,3550,15151,3.75,4,11,0,-0.7304176946488926,989842.0,1.6084347584805856,2.271031470480391,1.5871016522068535
133,3550,15151,3.75,4,11,0,1.1704021358092929,928058.0,1.6084347584805856,2.271031470480391,1.373215075137826
134,4540,19098,3.5,5,11,0,-0.18439410493020655,1159192.0,2.691856684754977,3.3755157883448406,2.1733649538163284
136,4460,16271,3.5,4,11,0,-1.2476759921208576,1125773.0,2.6043074381873494,2.5844397390408633,2.057673585192254
137,4220,17679,4.25,4,11,0,0.19615955084970652,1196462.0,2.3416596984844666,2.978438705231171,2.3023878841439642
139,4160,15644,4.5,4,11,0,0.3614313332424515,1074694.0,2.275997763558746,2.4089870744092416,1.8808460494207133
140,4330,15709,3.5,4,11,0,-0.3662150341520819,1205871.0,2.4620399125149546,2.4271759471381977,2.3349603754627926
142,3950,14837,3.5,4,11,0,0.7284699284592902,1253603.0,2.0461809913187237,2.183165223758973,2.500201118966917
143,3720,7338,4.25,5,10,0,-1.956098019230474,1042669.0,1.794476907436794,0.08472896845988284,1.7699804914989925
144,3550,7845,3.5,4,10,0,0.45908602270800714,897141.0,1.6084347584805856,0.22660217574573946,1.2661852405003289
145,3150,7121,2.5,4,10,0,-1.1213034679897629,786246.0,1.1706885256424475,0.02400611642629136,0.8822840368866133
146,3210,8938,2.5,4,10,0,1.7134355379940822,762969.0,1.2363504605681683,0.5324550664034146,0.8017026913208397
147,3230,7331,2.5,4,10,0,0.19447050044608827,766295.0,1.2582377722100753,0.0827701667813799,0.8132167848617498
148,3320,8030,3.75,4,10,0,0.1622801322967719,941612.0,1.3567306745986563,0.2783705058204603,1.4201369103313
149,4070,8727,3.5,4,10,0,0.0718997636613075,982280.0,2.177504861170165,0.4734111872371113,1.5609231869764382
150,3740,6998,3.5,4,10,0,1.4037164506450013,837400.0,1.816364219078701,-0.010412827353117637,1.0593712109671038
151,3190,7380,4.25,5,10,0,-0.5055986310970995,915756.0,1.2144631489262614,0.09648177853090055,1.33062746878176
152,3280,7422,3.25,4,10,0,1.8188114087698135,965576.0,1.3129560513148424,0.10823458860191826,1.503096542807057
154,3100,9924,2.75,4,10,0,-0.5568536217112945,782636.0,1.1159702465376804,0.808366274261116,0.869786779615812
155,3280,8448,4.0,4,10,0,0.22131727444380814,987408.0,1.3129560513148424,0.395338948908208,1.5786755236203909
156,3510,12297,3.5,4,10,0,-0.022962048646093535,981467.0,1.5646601351967717,1.4724000432736164,1.5581087077074183
157,3510,12297,3.5,4,10,0,0.8916646801286644,980305.0,1.5646601351967717,1.4724000432736164,1.5540860448407503
158,3500,9473,3.5,3,10,0,-1.4340095884142308,974910.0,1.5537164793758182,0.6821634804032829,1.535409395816935
159,3490,6565,3.25,4,10,0,1.563474799185864,843907.0,1.5427728235548648,-0.1315787026090859,1.0818974306516203
160,4100,11736,3.5,4,10,0,0.31507036922658915,936207.0,2.210335828633025,1.3154160801821655,1.4014256428662915
161,3550,9750,3.75,4,10,0,-0.21807668056512328,910956.0,1.6084347584805856,0.7596760611097568,1.3140106170089494
162,3780,10145,2.5,4,10,0,0.04823804505629006,839124.0,1.860138842362515,0.8702084415395662,1.0653394302288384
163,3150,12364,2.5,4,10,0,0.16552428188533266,807122.0,1.1706885256424475,1.4911485736250016,0.9545534947218621
164,3480,7339,2.5,4,10,0,-2.234060807463519,828132.0,1.5318291677339115,0.08500879727109756,1.027286839669102
165,4100,8074,3.75,5,10,0,0.12826231560894702,919943.0,2.210335828633025,0.29068297351390743,1.345122210109418
166,4100,8074,3.75,5,10,0,-0.4130823395794511,1041136.0,2.210335828633025,0.29068297351390743,1.764673484464051
167,4100,8860,3.5,4,10,0,-1.04267985896207,921812.0,2.210335828633025,0.5106284191286674,1.3515923967684562
168,4070,10365,3.5,4,10,0,-1.5171860233526764,924409.0,2.177504861170165,0.9317707800068018,1.3605828059463705
169,3560,6098,3.5,4,10,0,-0.22188979642767698,900645.0,1.619378414301539,-0.2622587574463542,1.2783155422944805
170,3480,6635,3.5,4,10,0,-0.3907239750258135,992871.0,1.5318291677339115,-0.11199068582405639,1.597587578044321
171,3730,8629,3.0,4,10,0,-0.32528646040216624,835740.0,1.8054205632577476,0.44598796373807,1.0536245497290069
172,3200,6866,2.75,5,10,0,0.12456623337200272,788918.0,1.2254068047472149,-0.047350230433459,0.8915340843734778
173,3200,6866,2.75,5,10,0,-0.6546344810758152,767704.0,1.2254068047472149,-0.047350230433459,0.8180945232258935
174,3490,7024,3.25,4,10,0,-0.652113721554174,833233.0,1.5427728235548648,-0.0031372782615352477,1.0449457065218326
175,3830,8131,3.75,5,10,0,0.33588279899996937,850304.0,1.914857121467282,0.3066332157531457,1.1040428474830097
176,3880,7208,2.5,4,10,1,0.12369774932724079,832269.0,1.9695754005720494,0.048351223001970894,1.0416084887907933
177,3880,7208,2.5,4,10,1,1.2702739484328682,771793.0,1.9695754005720494,0.048351223001970894,0.8322500038298566
178,3490,7180,3.25,4,10,1,0.4836030508695776,793098.0,1.5427728235548648,0.04051601628795909,0.9060045927923004
179,3200,6713,2.75,5,10,1,-1.4915620271985137,772969.0,1.2254068047472149,-0.09016403854930923,0.8363211325141952
180,1990,8463,2.25,4,7,0,1.5515877812344934,388472.0,-0.0987755495881524,0.3995363810764286,-0.49474754583796504
181,2960,7813,3.5,5,7,0,0.1638627531295303,370033.0,0.9627590650443321,0.21764765378686882,-0.5585804895543932
182,970,7500,1.0,3,7,0,-1.3341986221599966,235634.0,-1.2150284433254042,0.13006123587666543,-1.0238488773489716
183,1230,7504,2.0,4,6,0,0.8797902288939754,260729.0,-0.9304933919806145,0.13118055112152427,-0.9369738991742459
184,1220,8908,1.75,3,7,0,0.48535942625287265,354122.0,-0.9414370478015679,0.5240602020669733,-0.6136618913371411
185,1820,7440,2.5,4,7,0,-1.0067864099782542,316893.0,-0.284817698544361,0.11327150720378298,-0.7425428860558843
186,1470,7480,2.5,3,7,0,1.0126064798977057,315316.0,-0.6678456522777317,0.12446465965237129,-0.7480022142320764
187,1750,7840,1.75,4,7,0,0.23173641012873336,246166.0,-0.3614232892910352,0.2252030316896659,-0.9873887350841295
188,2870,8410,2.5,3,10,0,0.31782007606265017,961346.0,0.8642661626557511,0.3847054540820491,1.4884529421822676
189,2070,5500,1.75,3,7,0,2.1967771069228963,584161.0,-0.01122630302052482,-0.4295963865527492,0.18269726803068903
190,1590,7748,2.25,3,7,0,0.05130403453299319,309841.0,-0.5365217824262903,0.19945878105791284,-0.7669558107854385
191,2040,7350,2.5,3,7,0,0.33539637279278667,333516.0,-0.04405727048338517,0.08808691419445934,-0.6849966512601694
192,2040,7350,2.5,3,7,0,2.4991290481738826,271472.0,-0.04405727048338517,0.08808691419445934,-0.8997833078002242
193,1660,7606,2.25,3,7,0,-0.10060357909346117,308361.0,-0.4599161916796162,0.1597230898654244,-0.7720793400820551
194,1620,7208,1.75,3,7,0,0.3848802632066515,235370.0,-0.50369081496343,0.048351223001970894,-1.024762804196476
195,1660,7334,2.75,4,7,0,-0.2571325672570556,265439.0,-0.4599161916796162,0.08360965321502402,-0.9206686133721755
196,1500,7854,2.0,4,7,0,1.2988589601754983,322894.0,-0.6350146848148713,0.22912063504667182,-0.7217683594957516
197,1540,7210,2.0,3,7,0,-0.7293966816062463,313160.0,-0.5912400615310576,0.04891088062440031,-0.7554659501533638
198,1750,7210,2.5,3,7,0,0.9793935244094457,350124.0,-0.3614232892910352,0.04891088062440031,-0.6275023441262446
199,1730,7224,2.75,3,7,0,1.8532270856235349,309561.0,-0.38331060093294206,0.052828483981406216,-0.7679251271388524
200,1140,6974,1.75,3,7,0,-0.3607385174092269,285183.0,-1.0289862943691956,-0.017128718822270614,-0.8523179630800145
201,1230,6000,1.75,3,7,0,0.019360470257857934,314461.0,-0.9304933919806145,-0.28968198094539555,-0.7509620909541083
202,1700,5995,2.25,3,7,0,-0.5974998533951169,342142.0,-0.4161415683958024,-0.29108112500146904,-0.6551347838867809
203,1430,5999,2.25,3,7,0,-0.619254873722573,298411.0,-0.7116202755615455,-0.28996180975661023,-0.8065246890694439
204,1260,7077,2.0,3,7,0,0.47698364403347127,272432.0,-0.8976624245177541,0.01169364873284424,-0.896459937445662
205,1610,6650,2.0,4,7,0,0.502333709340699,318093.0,-0.5146344707843834,-0.10779325365583578,-0.7383886731126815
206,1990,6671,2.5,4,7,0,0.8884902878295765,290051.0,-0.0987755495881524,-0.10191684862032692,-0.835465705907089
207,2330,7802,2.75,4,8,0,-1.1348060444145252,404951.0,0.2733087483242648,0.21456953686350702,-0.43769981659543455
208,1890,6866,2.25,4,8,0,-0.37657365954988825,382951.0,-0.2082121077976869,-0.047350230433459,-0.5138603872208166
209,860,8168,1.0,2,6,0,-1.1007226088076678,351485.0,-1.335408657355892,0.3169868817680899,-0.622790774279829
210,1200,8168,2.0,3,6,0,-0.9558515744051033,514846.0,-0.9633243594434748,0.3169868817680899,-0.057260457101054485
211,1200,8168,2.0,3,6,0,0.7971087604616114,537096.0,-0.9633243594434748,0.3169868817680899,0.01976557455416146
212,1300,8395,1.75,3,6,0,-0.4887132718746004,482617.0,-0.8538878012339404,0.3805080219138285,-0.16883223122311986
213,850,8391,1.0,2,6,0,-1.751614942191798,364912.0,-1.3463523131768456,0.3793887066689696,-0.5763085932895106
214,1410,8053,1.0,3,7,0,-0.6721567347558117,449518.0,-0.7335075872034524,0.2848065684783986,-0.28341580972900715
215,1340,1654,1.5,2,8,0,1.1354093465412158,372178.0,-0.8101131779501266,-1.5058179944845134,-0.5511548339184185
216,1820,2900,3.5,4,8,0,2.3534369631924723,465222.0,-0.284817698544361,-1.1571512957109882,-0.22905100967896172
217,1290,2290,2.5,3,8,2,0.5000118604536807,374028.0,-0.8648314570548938,-1.3278468705519597,-0.5447504222976477
218,1440,1975,2.5,3,8,2,0.021781865061683076,415120.0,-0.700676619740592,-1.4159929460845924,-0.4024963237459113
219,1830,7272,1.75,3,8,0,-0.4436677202920619,317669.0,-0.2738740427234076,0.06626026691971217,-0.7398564950192799
220,2240,7000,2.25,3,8,0,-0.2414670909511822,335443.0,0.1748158459356838,-0.009853169730688224,-0.6783256776422099
221,1480,3900,1.75,3,7,0,-0.7791568908739491,264248.0,-0.6569019964567783,-0.8773224844962808,-0.9247916697183042
222,1490,6800,2.5,3,7,0,0.0006548976205319827,317033.0,-0.6459583406358248,-0.06581893197362969,-0.7420582278791773
223,1940,5950,1.75,3,8,0,-1.001098240386734,333243.0,-0.15349382869291966,-0.3036734215061309,-0.6859417347047481
224,2010,7500,2.75,3,8,0,-0.7154275585325889,345745.0,-0.07688823794624551,0.13006123587666543,-0.642661759524815
225,1910,6930,2.5,3,7,0,-0.9171902258753682,306716.0,-0.18632479615578,-0.029441186515717734,-0.777774073658362
226,1570,9904,2.25,2,7,1,-0.8532019267520906,348816.0,-0.5584090940681973,0.8027696980368217,-0.6320304362343355
227,2120,7201,2.5,5,7,0,-0.24004720519253447,101306.0,0.04349197608424242,0.04639242132346794,-1.4888714742110771
228,2110,7561,2.5,5,7,0,1.4138589903889938,101306.0,0.03254832026328897,0.14713079336076257,-1.4888714742110771
229,1400,10101,2.0,4,6,0,1.1273341912111434,236359.0,-0.7444512430244059,0.8578959738461192,-1.0213390403624532
230,780,9750,1.0,2,6,1,-0.37822387363711807,152044.0,-1.4229579039235196,0.7596760611097568,-1.31322442728423
231,1620,5031,2.5,3,7,0,1.0777640431493307,381476.0,-0.50369081496343,-0.5608360990124469,-0.5189666072968365
232,1620,5992,2.5,3,7,0,-1.3481928183697043,369187.0,-0.50369081496343,-0.29192061143511316,-0.561509209679351
233,1980,4643,2.25,3,7,0,0.21977343487980086,427214.0,-0.10971920540910586,-0.6694096777637534,-0.36062878096666723
234,1980,4643,2.25,3,7,0,1.5586198946112013,423390.0,-0.10971920540910586,-0.6694096777637534,-0.3738668728790064
235,1960,4354,2.25,3,7,0,-1.0713371164822152,400294.0,-0.13160651705101276,-0.7502802042048038,-0.4538216246591802
236,1510,3577,2.25,3,7,0,0.2408610546860899,395083.0,-0.624071028993918,-0.9677071905186313,-0.4718612943650377
238,2680,7727,2.5,3,9,0,-0.32240098862672556,584979.0,0.6563367020576355,0.193582376022404,0.18552905652030552
239,2570,5267,2.5,4,9,0,-0.5321951321339687,557591.0,0.5359564880271476,-0.494796499565776,0.09071606977994352
240,1410,9584,1.0,3,7,0,0.41148879284486056,362107.0,-0.7335075872034524,0.7132244784481154,-0.5860190660442468
242,1560,8456,1.75,3,7,0,-1.6376830486402825,449611.0,-0.5693527498891507,0.3975775793979256,-0.28309385822590893
244,1090,10296,1.0,3,6,0,0.5790699085305004,309377.0,-1.0837045734739628,0.9124625920329871,-0.7685621064568102
245,1210,13167,1.0,2,6,0,-0.9068969044864693,352067.0,-0.9523807036225214,1.7158511090304116,-0.6207759810023756
246,1040,15000,0.75,3,6,1,0.7219804994496521,302417.0,-1.13842285257873,2.2287773199869703,-0.7926565415273856
247,1170,9848,1.5,3,7,1,-0.6011779714480504,253082.0,-0.9961553269063352,0.7870992846087982,-0.9634466211548048
248,1360,9695,1.75,3,7,0,-1.842396574652775,238190.0,-0.7882258663082197,0.744285476492948,-1.0150004037799498
249,1960,3565,4.25,4,7,0,1.254446382121785,601304.0,-0.13160651705101276,-0.9710651362532078,0.24204366176845832
250,2160,5750,1.75,3,7,0,0.6595741830913281,659699.0,0.08726659936805621,-0.35963918374907233,0.4441980491170577
